City_id,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
447,Necochea,AR,-38.5473,-58.7368,59.7,86,3,6.67,clear sky
448,Rognan,NO,67.0953,15.3878,41.14,74,96,8.63,overcast clouds
449,Isiro,CD,2.7739,27.616,66.15,95,100,3.02,overcast clouds
450,Hoi An,VN,15.8794,108.335,69.76,88,81,4.79,broken clouds
451,Wanning,CN,18.8003,110.3967,72.82,86,75,2.55,broken clouds
452,Padang,ID,-0.9492,100.3543,78.13,86,100,3.42,overcast clouds
453,Atambua,ID,-9.1061,124.8925,78.91,80,96,1.7,overcast clouds
454,Findlay,US,41.0442,-83.6499,48.85,46,0,13.8,clear sky
455,Eyl,SO,7.9803,49.8164,75.24,77,94,12.88,overcast clouds
456,Upernavik,GL,72.7868,-56.1549,-14.57,100,59,16.22,broken clouds
457,Chimbote,PE,-9.0853,-78.5783,73.62,76,79,6.85,broken clouds
458,Ha Tinh,VN,18.3333,105.9,70.25,88,93,1.97,overcast clouds
459,Xenia,US,39.6848,-83.9296,50.11,46,0,16.11,clear sky
460,Mountain Home,US,43.133,-115.6912,51.28,93,75,23.02,broken clouds
461,Caraquet,CA,47.7941,-64.9386,18.14,74,19,17.96,few clouds
462,Bafra,TR,41.5678,35.9069,38.82,82,50,6.89,light rain
463,Jamame,SO,0.0722,42.7506,76.93,81,94,10.4,overcast clouds
464,Buchanan,LR,5.8808,-10.0467,79.16,88,77,7.94,light rain
465,Bagdarin,RU,54.4333,113.6,-4.63,93,51,4.61,broken clouds
466,Farafangana,MG,-22.8167,47.8333,75.06,85,78,2.06,light rain
467,Harrisonville,US,38.6533,-94.3488,64.42,31,0,12.66,clear sky
468,Waddan,LY,29.1614,16.139,56.91,37,0,10.6,clear sky
469,Araceli,PH,10.5529,119.9913,81.46,79,44,4.68,scattered clouds
470,Farah,AF,32.5,62.5,67.82,36,100,5.88,overcast clouds
471,Guaratuba,BR,-25.8828,-48.5747,70.09,93,100,5.32,overcast clouds
472,Kyzyl-Suu,KG,42.3414,78.0056,38.39,84,100,5.55,overcast clouds
473,Trairi,BR,-3.2778,-39.2689,77.32,84,100,4.65,overcast clouds
474,Hami,CN,42.8,93.45,51.71,32,95,5.5,overcast clouds
475,Abu Dhabi,AE,24.4667,54.3667,77.11,75,0,1.14,clear sky
476,Matara,LK,5.9485,80.5353,75.47,89,84,3.62,broken clouds
477,Ayotzintepec,MX,17.6667,-96.1333,74.52,62,44,3.58,scattered clouds
478,Ancud,CL,-41.8697,-73.8203,55.22,82,61,4.88,broken clouds
479,Kloulklubed,PW,7.0419,134.2556,81.1,76,92,13.58,overcast clouds
480,Omboue,GA,-1.5746,9.2618,78.98,86,100,4.88,overcast clouds
481,Havre-Saint-Pierre,CA,50.2334,-63.5986,19.4,48,0,21.85,clear sky
482,Broken Hill,AU,-31.95,141.4333,74.91,64,99,11.5,light rain
483,Turnu Rosu,RO,45.6333,24.3,21.69,83,10,1.68,clear sky
484,Turtas,RU,58.9417,69.1325,-4.54,99,94,5.03,overcast clouds
485,Kimbe,PG,-5.5502,150.1429,87.08,68,78,0.98,light rain
486,Trindade,BR,-16.6494,-49.4889,76.75,94,89,2.98,overcast clouds
487,Shelburne,CA,44.0787,-80.2041,25.25,90,98,13.56,overcast clouds
488,Tchaourou,BJ,8.8865,2.5975,80.51,66,50,6.71,scattered clouds
489,Jijiga,ET,9.35,42.8,64.09,36,4,7.63,clear sky
490,Ahuimanu,US,21.4447,-157.8378,83.91,63,40,17.27,scattered clouds
491,Lompoc,US,34.6391,-120.4579,76.01,77,20,27.0,few clouds
492,Plettenberg Bay,ZA,-34.0527,23.3716,60.37,88,100,15.05,light rain
493,Manaskent,RU,42.7275,47.6785,25.97,93,67,6.71,broken clouds
494,Mae Sai,TH,20.4335,99.8762,76.08,57,11,1.48,few clouds
495,Beloha,MG,-25.1667,45.05,72.7,80,100,9.04,overcast clouds
496,Kindu,CD,-2.95,25.95,70.18,93,100,2.48,overcast clouds
497,Jardim,BR,-21.4803,-56.1381,71.33,91,90,2.24,overcast clouds
498,Kiama,AU,-34.6833,150.8667,74.25,75,17,3.67,few clouds
499,Camocim,BR,-2.9022,-40.8411,77.65,85,100,7.87,overcast clouds
500,Vanavara,RU,60.34,102.2797,-26.63,100,100,1.97,overcast clouds
501,Sinegorye,RU,62.0788,150.477,-0.54,95,100,2.55,overcast clouds
502,La Spezia,IT,44.1105,9.8434,51.08,62,100,6.38,overcast clouds
503,Le Port,RE,-20.9373,55.2919,78.76,75,96,8.52,overcast clouds
504,Ambilobe,MG,-13.2,49.05,73.56,95,100,1.68,overcast clouds
505,Santa Cruz,BO,-17.8,-63.1667,78.85,57,75,9.22,broken clouds
506,Comodoro Rivadavia,AR,-45.8667,-67.5,66.06,42,0,4.61,clear sky
507,Tarauaca,BR,-8.1614,-70.7656,71.35,99,100,1.61,overcast clouds
508,Praia Da Vitoria,PT,38.7333,-27.0667,54.75,76,20,12.55,few clouds
509,Lagoa,PT,39.05,-27.9833,55.18,59,79,11.1,broken clouds
510,Barmer,IN,25.75,71.3833,75.09,25,0,8.68,clear sky
511,Zhanaozen,KZ,43.3,52.8,30.97,72,83,9.37,broken clouds
512,Podgorenskiy,RU,50.405,39.6429,3.72,100,58,4.79,broken clouds
513,Tema,GH,5.667,-0.0166,82.81,78,0,9.22,clear sky
514,Barra Do Bugres,BR,-15.0725,-57.1811,73.99,96,94,3.15,heavy intensity rain
515,Healdsburg,US,38.6105,-122.8692,68.02,46,40,12.66,scattered clouds
516,Winnipeg,CA,49.8844,-97.147,15.98,68,75,4.61,broken clouds
517,Northam,GB,51.0333,-4.2167,43.39,93,53,7.67,broken clouds
518,Sola,VU,-13.8833,167.55,81.79,75,100,8.46,overcast clouds
519,Tecoanapa,MX,16.5167,-98.75,81.64,61,0,9.13,clear sky
520,Osa,RU,57.2829,55.4567,10.56,96,99,5.86,overcast clouds
521,Barranco,PA,9.5167,-82.7,75.25,86,15,0.94,few clouds
522,Souillac,MU,-20.5167,57.5167,79.18,83,20,6.91,light rain
523,Zacualpan,MX,21.25,-105.1667,89.22,61,0,5.26,clear sky
524,Korla,CN,41.7597,86.1469,52.09,35,78,9.95,broken clouds
525,Carndonagh,IE,55.25,-7.2667,44.47,81,87,16.69,overcast clouds
526,Kismayo,SO,-0.3582,42.5454,77.81,82,93,13.82,overcast clouds
527,Rehoboth,NA,-23.3167,17.0833,66.9,63,99,6.17,light rain
528,Pawai,IN,24.2667,80.1667,71.31,17,0,2.75,clear sky
529,Mahon,ES,39.8885,4.2658,55.96,94,20,6.91,few clouds
530,Sistranda,NO,63.7256,8.834,44.56,79,100,13.11,overcast clouds
531,Bonavista,CA,48.6499,-53.1147,22.3,64,55,37.76,broken clouds
532,Darab,IR,28.7519,54.5444,63.0,37,60,0.76,broken clouds
533,Diego De Almagro,CL,-26.3667,-70.05,67.6,47,0,3.96,clear sky
534,Buala,SB,-8.145,159.5921,85.48,66,94,4.0,overcast clouds
535,Diapaga,BF,12.0708,1.7889,85.39,16,83,9.33,broken clouds
536,Beirut,LB,33.8889,35.4944,47.14,66,100,6.91,overcast clouds
537,Fussen,DE,47.8739,12.1695,37.89,70,1,5.21,clear sky
538,Ampanihy,MG,-24.7,44.75,73.54,62,99,5.17,overcast clouds
539,Xai-Xai,MZ,-25.0519,33.6442,72.77,86,0,8.05,clear sky
540,Kupang,ID,-10.1667,123.5833,81.77,80,78,4.07,broken clouds
541,Seoul,KR,37.5683,126.9778,49.6,87,100,4.61,overcast clouds
542,Sept-Iles,CA,50.2001,-66.3821,17.06,56,20,12.66,few clouds
543,Cody,US,44.5263,-109.0565,50.22,37,75,15.01,broken clouds
544,Saint-Pierre,RE,-21.3393,55.4781,77.92,84,82,5.75,broken clouds
545,Huarmey,PE,-10.0681,-78.1522,74.01,77,97,7.83,overcast clouds
546,Balaguer,ES,41.7912,0.8109,48.42,87,100,7.94,overcast clouds
547,Moa,CU,20.6569,-74.9403,76.24,85,2,7.49,clear sky
548,Kayes,ML,14.0,-11.0,87.33,8,21,11.25,few clouds
549,Dalbandin,PK,28.8947,64.4101,75.61,32,65,3.87,broken clouds
550,Concordia,AR,-31.393,-58.0209,69.78,62,2,5.99,clear sky
551,Mehamn,NO,71.0357,27.8492,33.08,88,90,12.71,overcast clouds
552,Powell River,CA,49.8496,-124.5361,48.99,87,100,12.66,overcast clouds
553,Maningrida,AU,-12.0667,134.2667,81.0,78,85,7.72,overcast clouds
554,Jinka,ET,5.65,36.65,74.01,37,85,1.72,overcast clouds
555,Lexington Park,US,38.2668,-76.4538,44.65,45,0,5.75,clear sky
556,Odweyne,SO,9.4092,45.064,65.95,55,15,2.42,few clouds
557,Dolores,AR,-36.3132,-57.6792,60.46,67,0,8.97,clear sky
558,Dongli,CN,23.5656,116.8194,66.18,94,14,0.0,few clouds
559,Kyritz,DE,52.9421,12.397,42.82,61,0,10.16,clear sky
560,Tocopilla,CL,-22.092,-70.1979,69.71,75,21,7.4,few clouds
561,Vila,PT,42.0304,-8.1588,36.48,94,85,4.47,overcast clouds
562,Gerash,IR,27.6652,54.1371,68.09,30,10,2.98,clear sky
563,Bathsheba,BB,13.2167,-59.5167,77.61,73,40,18.41,scattered clouds
564,Quatre Cocos,MU,-20.2078,57.7625,78.91,86,87,12.24,moderate rain
565,Barra Patuca,HN,15.8,-84.2833,77.95,80,32,8.55,scattered clouds
566,Loikaw,MM,19.6742,97.2094,70.86,58,21,2.71,few clouds
567,Colina,BR,-20.7133,-48.5408,68.99,94,98,4.23,overcast clouds
568,Cap-Aux-Meules,CA,47.3821,-61.8597,21.22,63,20,37.98,few clouds
569,Mugur-Aksy,RU,50.35,90.5,14.45,78,76,10.13,broken clouds
570,Wardha,IN,20.75,78.6167,74.89,19,0,3.87,clear sky
571,Amritsar,IN,31.6331,74.8656,67.82,100,60,0.0,mist
572,Roma,US,43.2128,-75.4557,28.54,65,100,9.22,overcast clouds
573,Jaisinghnagar,IN,23.7,81.3833,65.66,17,0,4.05,clear sky
574,Marsh Harbour,BS,26.5412,-77.0636,69.46,59,45,19.15,scattered clouds
575,Pithoragarh,IN,29.5833,80.2167,47.93,40,0,2.95,clear sky
576,Puerto Escondido,MX,15.85,-97.0667,81.43,69,20,0.0,few clouds
577,Labuhan,ID,-6.8844,112.2051,79.47,86,100,5.95,overcast clouds
578,Oistins,BB,13.0667,-59.5333,77.09,73,40,18.41,scattered clouds
579,Comarapa,BO,-17.9,-64.4833,54.79,96,100,2.37,overcast clouds
580,Baijiantan,CN,45.6333,85.1833,44.49,69,99,14.45,overcast clouds
581,Faya,SA,18.3851,42.4509,59.11,79,1,3.47,clear sky
582,Portland,US,45.5234,-122.6762,53.55,88,75,12.66,broken clouds
583,Kalabo,ZM,-14.97,22.6814,65.62,92,95,5.79,overcast clouds
584,Saint-Joseph,RE,-21.3667,55.6167,75.58,86,83,11.25,light rain
585,Burgeo,CA,47.6167,-57.6152,21.13,84,99,38.41,light snow
586,Chalmette,US,29.9427,-89.9634,57.99,57,0,11.5,clear sky
587,Hualmay,PE,-11.0964,-77.6139,73.49,77,100,7.56,overcast clouds
588,Grindavik,IS,63.8424,-22.4338,36.07,64,40,18.41,scattered clouds
589,Beidao,CN,34.5686,105.8933,54.46,48,33,1.77,scattered clouds
590,Grand-Santi,GF,4.25,-54.3833,73.6,99,100,2.64,overcast clouds
591,Kuala Selangor,MY,3.35,101.25,80.8,86,21,4.16,few clouds
592,Miles City,US,46.4083,-105.8406,41.97,75,100,8.05,overcast clouds
593,Kabinda,CD,-6.1333,24.4833,63.86,96,98,0.16,overcast clouds
594,Portsoy,GB,57.6814,-2.6896,46.18,83,100,8.01,overcast clouds
595,Tulun,RU,54.5611,100.5792,-25.98,100,95,2.1,overcast clouds
596,Tucumcari,US,35.1717,-103.725,73.24,9,0,24.16,clear sky
597,Tongchuan,CN,35.0806,109.0897,53.33,35,83,6.73,broken clouds
598,Pochutla,MX,15.7432,-96.4661,87.82,55,7,6.06,clear sky
599,Hobyo,SO,5.3505,48.5268,78.31,72,90,15.61,overcast clouds
600,Manacapuru,BR,-3.2997,-60.6206,76.89,90,93,4.45,heavy intensity rain
601,Kalmunai,LK,7.4167,81.8167,78.64,76,98,7.2,overcast clouds
602,Lodja,CD,-3.4833,23.4333,69.28,91,99,1.3,overcast clouds
603,Port Pirie,AU,-33.1833,138.0167,80.69,31,64,7.47,broken clouds
604,Tromso,NO,69.6496,18.957,35.38,80,0,4.61,clear sky
605,Toyooka,JP,35.5333,134.8333,53.58,94,97,3.65,overcast clouds
606,Sydney,AU,-33.8679,151.2073,76.1,72,20,5.75,few clouds
607,Darnah,LY,32.767,22.6367,47.52,69,56,3.76,broken clouds
608,Chuchkovo,RU,54.2693,41.4465,28.9,96,100,11.79,light snow
609,Kibala,TD,9.1104,18.3463,86.68,29,21,4.45,few clouds
610,Jumla,NP,29.2747,82.1838,44.67,29,25,5.55,scattered clouds
611,Hwange,ZW,-18.3693,26.5019,68.68,89,57,0.63,broken clouds
612,Vrede,ZA,-27.4257,29.1659,57.29,75,60,1.03,broken clouds
613,Moranbah,AU,-22.0016,148.0466,79.29,51,91,18.23,overcast clouds
614,La Roda,ES,39.2167,-2.15,48.9,72,100,15.68,overcast clouds
615,Pastavy,BY,55.1168,26.8326,27.3,87,42,5.5,scattered clouds
616,Luwuk,ID,-0.9516,122.7875,81.12,80,82,0.67,broken clouds
617,Igrim,RU,63.1906,64.4162,-1.19,99,92,3.98,overcast clouds
618,Maniwaki,CA,46.3834,-75.966,23.38,54,100,5.75,overcast clouds
619,Sangar,RU,63.9242,127.4739,-7.04,95,100,3.62,overcast clouds
620,Clocolan,ZA,-28.9137,27.5656,61.84,74,91,4.27,light rain
621,Selma,US,36.5708,-119.6121,74.01,36,56,14.94,broken clouds
622,Saint Anthony,US,45.0205,-93.218,40.93,57,75,8.05,broken clouds
623,Hambantota,LK,6.1241,81.1185,76.98,79,86,8.86,overcast clouds
624,Progreso,MX,21.2833,-89.6667,75.31,68,91,15.95,overcast clouds
625,Tatishchevo,RU,51.6703,45.5953,16.47,95,90,11.1,overcast clouds
626,Capreol,CA,46.706,-80.9225,24.55,87,100,12.66,overcast clouds
627,Khovu-Aksy,RU,51.1333,93.6,8.06,94,94,2.24,overcast clouds
628,Santiago,CL,-33.4569,-70.6483,83.64,37,0,12.66,clear sky
629,Linhares,BR,-19.3911,-40.0722,74.98,88,47,1.16,scattered clouds
630,Srednekolymsk,RU,67.45,153.6833,-7.65,93,100,4.88,overcast clouds
631,Paracuru,BR,-3.41,-39.0306,81.1,83,100,5.41,overcast clouds
632,Borshchiv,UA,48.8033,26.0435,28.44,86,91,4.56,overcast clouds
633,Yongan,CN,39.6957,113.6871,39.25,47,0,6.67,clear sky
634,Bilibino,RU,68.0546,166.4372,-1.61,85,86,1.28,overcast clouds
635,Selty,RU,57.3132,52.1345,16.75,96,99,3.76,overcast clouds
636,Tukrah,LY,32.5341,20.5791,48.78,68,67,14.76,broken clouds
637,San Francisco,US,37.7749,-122.4194,66.31,53,75,13.8,broken clouds
638,Takoradi,GH,4.8845,-1.7554,75.34,85,79,7.07,broken clouds
639,Magadan,RU,59.5667,150.8,11.53,65,100,3.87,overcast clouds
640,Boa Vista,BR,2.8197,-60.6733,89.58,45,20,8.05,few clouds
641,El Cobre,CU,20.0489,-75.9469,76.44,83,40,3.44,scattered clouds
642,Skjervoy,NO,70.0311,20.9714,38.44,65,49,11.45,scattered clouds
643,Marsabit,KE,2.3284,37.9899,72.68,40,55,10.87,broken clouds
644,Mola Di Bari,IT,41.0609,17.0873,39.24,75,0,4.54,clear sky
645,Waipawa,NZ,-41.4122,175.5153,58.82,66,100,7.78,overcast clouds
646,Malegaon,IN,20.55,74.5333,75.27,19,4,2.3,clear sky
647,Ngunguru,NZ,-35.6167,174.5,68.67,76,74,10.31,broken clouds
648,Atasu,KZ,48.6814,71.6433,21.0,96,99,9.24,overcast clouds
649,Rio Claro,BR,-22.4114,-47.5614,69.21,95,95,2.24,overcast clouds
650,Flinders,AU,-34.5833,150.8552,74.05,74,20,5.99,few clouds
651,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,71.26,95,87,4.88,overcast clouds
652,Manthani,IN,18.65,79.6667,75.09,23,10,1.88,clear sky
653,Hongjiang,CN,27.11,109.9956,68.32,91,84,2.84,broken clouds
654,Chumikan,RU,54.7183,135.315,14.86,90,100,5.21,overcast clouds
655,Brae,GB,60.3964,-1.353,45.54,91,100,24.05,overcast clouds
656,Mocuba,MZ,-16.8392,36.9856,70.83,99,99,1.9,light rain
657,Gejiu,CN,23.306,103.1635,54.84,85,74,2.77,broken clouds
658,Rio Grande,BR,-32.035,-52.0986,65.95,72,94,5.44,overcast clouds
659,Candolim,IN,15.5181,73.7626,78.8,61,20,0.0,haze
660,Huilong,CN,31.8111,121.655,58.93,96,98,2.93,overcast clouds
661,Kozhva,RU,65.1073,57.0459,1.87,100,90,2.13,overcast clouds
662,Nara,JP,34.6851,135.8049,58.5,81,88,3.51,overcast clouds
663,Broome,US,42.2506,-75.833,26.85,70,100,9.22,overcast clouds
664,Viedma,AR,-40.8135,-62.9967,73.65,33,25,9.44,scattered clouds
665,Redondela,ES,42.2834,-8.6096,49.24,86,0,1.14,clear sky
666,Palmerston North,NZ,-40.35,175.6167,67.5,66,100,15.01,overcast clouds
667,Bosaso,SO,11.2842,49.1816,76.37,76,58,2.46,broken clouds
668,Neepawa,CA,50.2289,-99.4664,21.6,90,100,7.2,overcast clouds
669,Pemangkat,ID,1.1667,108.9667,78.48,74,90,3.65,overcast clouds
670,Charters Towers,AU,-20.1,146.2667,81.79,50,68,15.12,broken clouds
671,Omsukchan,RU,62.5333,155.8,-0.71,94,96,3.42,overcast clouds
672,Egvekinot,RU,66.3167,-179.1667,13.35,66,0,3.33,clear sky
